"Census","Survey","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Fruit","Category","Item","Metric","Domain","Total","Domain Category","Value","CV (%)","Use","Name","Code"
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","NORTHWEST",20,"KALKASKA","079","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","6","56.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","NORTHWEST",20,"LEELANAU","089","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","NORTHWEST",20,"LEELANAU","089","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","NORTHWEST",20,"LEELANAU","089","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","NORTHWEST",20,"LEELANAU","089","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","4","41.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","NORTHWEST",20,"LEELANAU","089","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","4","41.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","NORTHWEST",20,"LEELANAU","089","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","56.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","NORTHWEST",20,"MANISTEE","101","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","74","71.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","NORTHWEST",20,"MANISTEE","101","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","83","64.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","NORTHWEST",20,"MANISTEE","101","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","9","53.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","NORTHWEST",20,"MANISTEE","101","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","14","41.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","NORTHWEST",20,"MANISTEE","101","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","16","41.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","NORTHWEST",20,"MANISTEE","101","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","6","56.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","NORTHWEST",20,"WEXFORD","165","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","NORTHWEST",20,"WEXFORD","165","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","64.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","NORTHWEST",20,"WEXFORD","165","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","NORTHWEST",20,"WEXFORD","165","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","3","41.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","NORTHWEST",20,"WEXFORD","165","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","4","41.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","NORTHWEST",20,"WEXFORD","165","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","56.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"BARRY","015","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"BARRY","015","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","64.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"BARRY","015","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"BARRY","015","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","9","41.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"BARRY","015","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","9","41.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"BARRY","015","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","56.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"BRANCH","023","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"BRANCH","023","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"BRANCH","023","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"BRANCH","023","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","4","41.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"BRANCH","023","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","5","41.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"BRANCH","023","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"CALHOUN","025","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"CALHOUN","025","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"CALHOUN","025","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"CALHOUN","025","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","41.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"CALHOUN","025","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","41.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"CALHOUN","025","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","56.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"CLINTON","037","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"CLINTON","037","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"CLINTON","037","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"CLINTON","037","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","41.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"CLINTON","037","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","41.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"CLINTON","037","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","56.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"EATON","045","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"EATON","045","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"EATON","045","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","53.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"EATON","045","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","41.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"EATON","045","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","5","41.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"EATON","045","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","3","56.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"HILLSDALE","059","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"HILLSDALE","059","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"HILLSDALE","059","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"HILLSDALE","059","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","41.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"HILLSDALE","059","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","41.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"HILLSDALE","059","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","56.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"INGHAM","065","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"INGHAM","065","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","6","64.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"INGHAM","065","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"INGHAM","065","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","8","41.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"INGHAM","065","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","9","41.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"INGHAM","065","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","56.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"IONIA","067","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"IONIA","067","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"IONIA","067","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","4","41.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"IONIA","067","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","4","41.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"JACKSON","075","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"JACKSON","075","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","64.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"JACKSON","075","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"JACKSON","075","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","15","41.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"JACKSON","075","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","15","41.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"JACKSON","075","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"SHIAWASSEE","155","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"SHIAWASSEE","155","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"SHIAWASSEE","155","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","5","41.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"SHIAWASSEE","155","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","5","41.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"ST JOSEPH","149","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"ST JOSEPH","149","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","3","64.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"ST JOSEPH","149","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"ST JOSEPH","149","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","41.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"ST JOSEPH","149","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","8","41.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTH CENTRAL",80,"ST JOSEPH","149","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","6",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"GENESEE","049","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","3","71.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"GENESEE","049","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","3","64.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"GENESEE","049","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","25","41.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"GENESEE","049","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","25","41.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"LAPEER","087","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","71.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"LAPEER","087","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","64.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"LAPEER","087","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","5","41.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"LAPEER","087","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","5","41.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"LENAWEE","091","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"LENAWEE","091","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"LENAWEE","091","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"LENAWEE","091","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","5","41.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"LENAWEE","091","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","5","41.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"LENAWEE","091","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","56.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"LIVINGSTON","093","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"LIVINGSTON","093","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"LIVINGSTON","093","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"LIVINGSTON","093","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"MACOMB","099","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","39","71.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"MACOMB","099","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","54","64.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"MACOMB","099","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","15","53.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"MACOMB","099","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","16","41.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"MACOMB","099","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","16","41.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"MACOMB","099","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","6","56.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"MONROE","115","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","20","71.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"MONROE","115","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","24","64.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"MONROE","115","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","4","53.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"MONROE","115","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","6","41.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"MONROE","115","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","10","41.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"MONROE","115","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","8","56.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"OAKLAND","125","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","4","71.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"OAKLAND","125","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","5","64.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"OAKLAND","125","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","53.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"OAKLAND","125","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","6","41.6",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"OAKLAND","125","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","12","41.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"OAKLAND","125","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","7","56.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"ST CLAIR","147","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","MICHIGAN","26","SOUTHEAST",90,"ST CLAIR","147","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
